"Name","API Name","Memory","Compute Units (ECU)","vCPUs","GPUs","GPU model","GPU memory","CUDA Compute Capability","FPGAs","ECU per vCPU","Physical Processor","Clock Speed(GHz)","Intel AVX","Intel AVX2","Intel AVX-512","Intel Turbo","Instance Storage","Instance Storage: already warmed-up","Instance Storage: SSD TRIM Support","Arch","Network Performance","EBS Optimized: Max Bandwidth","EBS Optimized: Throughput","EBS Optimized: Max 16K IOPS","EBS Exposed as NVMe","Max IPs","Max ENIs","Enhanced Networking","VPC Only","IPv6 Support","Placement Group Support","Linux Virtualization","On EMR","Linux On Demand cost","Linux Reserved cost","RHEL On Demand cost","RHEL Reserved cost","SLES On Demand cost","SLES Reserved cost","Windows On Demand cost","Windows Reserved cost","Windows SQL Web On Demand cost","Windows SQL Web Reserved cost","Windows SQL Std On Demand cost","Windows SQL Std Reserved cost","Windows SQL Ent On Demand cost","Windows SQL Ent Reserved cost","Linux SQL Web On Demand cost","Linux SQL Web Reserved cost","Linux SQL Std On Demand cost","Linux SQL Std Reserved cost","Linux SQL Ent On Demand cost","Linux SQL Ent Reserved cost","EBS Optimized surcharge","EMR cost"
"D2 Quadruple Extra Large","d2.4xlarge","122.0 GiB","56 units","16 vCPUs","0","None","0 GiB","0","0","3.5 units","Intel Xeon E5-2676v3 (Haswell)","2.4 GHz","Yes","Yes","unknown","Yes","24000 GiB               (12 * 2000 GiB HDD)","Yes","N/A","64-bit","High","2000.0 Mbps","250.0 MB/s","16000.0 IOPS","No","240","8","Yes","No","Yes","No","HVM","Yes","$2014.800000 monthly","unavailable","$2.89 hourly","$1.738 hourly","$2.86 hourly","$1.645 hourly","$2235.260000 monthly","unavailable","unavailable","unavailable","unavailable","unavailable","$9.496 hourly","$8.346 hourly","unavailable","unavailable","unavailable","unavailable","$8.76 hourly","$7.449 hourly","$0.00 hourly","$0.270 hourly"
"R5 12xlarge","r5.12xlarge","384.0 GiB","173 units","48 vCPUs","0","None","0 GiB","0","0","3.604 units","Intel Xeon Platinum 8175","unknown","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","10 Gigabit","7000.0 Mbps","875.0 MB/s","40000.0 IOPS","Yes","240","8","No","Yes","Yes","No","HVM","Yes","$2207.520000 monthly","$1001.560000 monthly","$3.154 hourly","$2.035 hourly","$3.174 hourly","$1.965 hourly","$3819.360000 monthly","$2613.400000 monthly","$6.043 hourly","$4.924 hourly","$10.992 hourly","$9.873 hourly","$23.232 hourly","$22.113 hourly","$3.835 hourly","$2.716 hourly","$8.784 hourly","$7.665 hourly","$21.024 hourly","$19.905 hourly","0","$0.270 hourly"
"C5 High-CPU 18xlarge","c5.18xlarge","144.0 GiB","281 units","72 vCPUs","0","None","0 GiB","0","0","3.903 units","Intel Xeon Platinum 8124M","3.0 Ghz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","HVM","Yes","$2233.800000 monthly","$935.860000 monthly","$3.19 hourly","$2.058 hourly","$3.16 hourly","$1.961 hourly","$4651.560000 monthly","$3353.620000 monthly","$7.589 hourly","$6.457 hourly","$15.012 hourly","$13.88 hourly","$33.372 hourly","$32.24 hourly","$4.277 hourly","$3.145 hourly","$11.7 hourly","$10.568 hourly","$30.06 hourly","$28.928 hourly","$0.00 hourly","$0.270 hourly"
"P3 Double Extra Large","p3.2xlarge","61.0 GiB","26 units","8 vCPUs","1","NVIDIA Tesla V100","16 GiB","7.0","0","3.25 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","1750.0 Mbps","218.0 MB/s","10000.0 IOPS","No","60","4","Yes","Yes","Yes","No","HVM","Yes","$2233.800000 monthly","$826.360000 monthly","$3.19 hourly","$2.218 hourly","$3.16 hourly","$2.121 hourly","$2502.440000 monthly","$1095.000000 monthly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.270 hourly"
"M5 General Purpose 16xlarge","m5.16xlarge","256.0 GiB","262 units","64 vCPUs","0","None","0 GiB","0","0","4.094 units","Intel Xeon Platinum 8175","2.5 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","20 Gigabit","10000.0 Mbps","1250.0 MB/s","60000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","HVM","No","$2242.560000 monthly","$989.150000 monthly","$3.202 hourly","$2.093 hourly","$3.172 hourly","$1.996 hourly","$4391.680000 monthly","$3138.270000 monthly","$7.098 hourly","$5.988 hourly","$13.696 hourly","$12.587 hourly","$30.016 hourly","$28.907 hourly","$4.154 hourly","$3.044 hourly","$10.752 hourly","$9.643 hourly","$27.072 hourly","$25.963 hourly","0","unavailable"
"R5AD 12xlarge","r5ad.12xlarge","384.0 GiB","0 units","48 vCPUs","0","None","0 GiB","0","0","0 units","AMD EPYC 7571","2.5 GHz","unknown","unknown","unknown","unknown","1800 GiB               (2 * 900 GiB NVMe SSD)","Yes","Yes","64-bit","10 Gigabit","5000.0 Mbps","625.0 MB/s","30000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","$2295.120000 monthly","$1028.570000 monthly","$3.274 hourly","$2.121 hourly","$3.294 hourly","$2.051 hourly","$3906.960000 monthly","$2640.410000 monthly","$6.163 hourly","$5.01 hourly","$11.112 hourly","$9.959 hourly","$23.352 hourly","$22.199 hourly","$3.955 hourly","$2.802 hourly","$8.904 hourly","$7.751 hourly","$21.144 hourly","$19.991 hourly","0","unavailable"
"M4 General Purpose 16xlarge","m4.16xlarge","256.0 GiB","188 units","64 vCPUs","0","None","0 GiB","0","0","2.938 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","20 Gigabit","10000.0 Mbps","1250.0 MB/s","65000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","Yes","$2336.000000 monthly","$1009.152000 monthly","$3.33 hourly","$2.1124 hourly","$3.3 hourly","$2.0154 hourly","$4485.120000 monthly","$3158.272000 monthly","$7.331 hourly","$5.518 hourly","$13.824 hourly","$12.6064 hourly","$30.144 hourly","$28.9264 hourly","$4.2816 hourly","$3.064 hourly","$10.88 hourly","$9.6624 hourly","$27.2 hourly","$25.9824 hourly","0","$0.270 hourly"
"F1 Quadruple Extra Large","f1.4xlarge","244.0 GiB","52 units","16 vCPUs","0","None","0 GiB","0","0","3.25 units","Intel Xeon E5-2686 v4 (Broadwell)","unknown","unknown","unknown","unknown","unknown","940 GiB               NVMe SSD","Yes","Yes","64-bit","10 Gigabit","3500.0 Mbps","400.0 MB/s","44000.0 IOPS","No","240","8","No","Yes","Yes","No","HVM","No","$2409.000000 monthly","$1202.310000 monthly","$3.43 hourly","$2.361 hourly","$3.4 hourly","$2.264 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"X1E Quadruple Extra Large","x1e.4xlarge","488.0 GiB","47 units","16 vCPUs","0","None","0 GiB","0","0","2.938 units","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","Yes","Yes","unknown","unknown","480 GiB               SSD","Yes","No","64-bit","Up to 10 Gigabit","1750.0 Mbps","218.75 MB/s","10000.0 IOPS","No","60","4","Yes","Yes","Yes","No","HVM","No","$2435.280000 monthly","$782.560000 monthly","$3.466 hourly","$2.186 hourly","$3.436 hourly","$2.089 hourly","$2972.560000 monthly","$1319.840000 monthly","$4.342 hourly","$3.062 hourly","$5.992 hourly","$4.712 hourly","$10.072 hourly","$8.792 hourly","$3.606 hourly","$2.326 hourly","$5.256 hourly","$3.976 hourly","$9.336 hourly","$8.056 hourly","0","unavailable"
"I2 Quadruple Extra Large","i2.4xlarge","122.0 GiB","53 units","16 vCPUs","0","None","0 GiB","0","0","3.312 units","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","Yes","unknown","unknown","Yes","3200 GiB               (4 * 800 GiB SSD)","Yes","Yes","64-bit","High","N/A","0 MB/s","0 IOPS","No","240","8","Yes","No","Yes","No","HVM","Yes","$2489.300000 monthly","unavailable","$3.54 hourly","$1.826 hourly","$3.51 hourly","$1.732 hourly","$2840.430000 monthly","unavailable","$3.971 hourly","$2.311 hourly","$4.918 hourly","$3.071 hourly","$10.146 hourly","$8.435 hourly","$3.682 hourly","$1.794 hourly","$5.332 hourly","$3.444 hourly","$9.412 hourly","$7.524 hourly","unavailable","$0.270 hourly"
"C5 High-CPU 18xlarge","c5d.18xlarge","144.0 GiB","281 units","72 vCPUs","0","None","0 GiB","0","0","3.903 units","Intel Xeon Platinum 8124M","3.0 Ghz","Yes","Yes","Yes","Yes","1800 GiB               (2 * 900 GiB NVMe SSD)","Yes","Yes","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","HVM","Yes","$2522.880000 monthly","$1059.230000 monthly","$3.586 hourly","$2.31 hourly","$3.556 hourly","$2.213 hourly","$4940.640000 monthly","$3476.990000 monthly","$7.985 hourly","$6.709 hourly","$15.408 hourly","$14.132 hourly","$33.768 hourly","$32.492 hourly","$4.673 hourly","$3.397 hourly","$12.096 hourly","$10.82 hourly","$30.456 hourly","$29.18 hourly","0","$0.270 hourly"
"R5D 12xlarge","r5d.12xlarge","384.0 GiB","173 units","48 vCPUs","0","None","0 GiB","0","0","3.604 units","Intel Xeon Platinum 8175","unknown","unknown","unknown","unknown","unknown","1800 GiB               (2 * 900 GiB NVMe SSD)","Yes","Yes","64-bit","10 Gigabit","7000.0 Mbps","875.0 MB/s","40000.0 IOPS","Yes","240","8","No","Yes","Yes","No","HVM","Yes","$2522.880000 monthly","$1130.040000 monthly","$3.586 hourly","$2.311 hourly","$3.606 hourly","$2.241 hourly","$4134.720000 monthly","$2741.880000 monthly","$6.475 hourly","$5.2 hourly","$11.424 hourly","$10.149 hourly","$23.664 hourly","$22.389 hourly","$4.267 hourly","$2.992 hourly","$9.216 hourly","$7.941 hourly","$21.456 hourly","$20.181 hourly","0","$0.270 hourly"
"High Memory Cluster Eight Extra Large","cr1.8xlarge","244.0 GiB","88 units","32 vCPUs","0","None","0 GiB","0","0","2.75 units","Intel Xeon E5-2670","unknown","unknown","unknown","unknown","unknown","240 GiB               (2 * 120 GiB SSD)","No","No","64-bit","10 Gigabit","N/A","0 MB/s","0 IOPS","No","240","8","No","No","No","No","Unknown","Yes","$2555.000000 monthly","unavailable","$3.63 hourly","unavailable","$3.6 hourly","unavailable","$2796.630000 monthly","unavailable","$4.044 hourly","unavailable","$7.25 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","$0.270 hourly"
"M5 General Purpose 16xlarge","m5d.16xlarge","256.0 GiB","262 units","64 vCPUs","0","None","0 GiB","0","0","4.094 units","Intel Xeon Platinum 8175","2.5 GHz","Yes","Yes","Yes","Yes","2400 GiB               (4 * 600 GiB NVMe SSD)","Yes","Yes","64-bit","20 Gigabit","10000.0 Mbps","1250.0 MB/s","60000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","HVM","No","$2639.680000 monthly","$1155.590000 monthly","$3.746 hourly","$2.432 hourly","$3.716 hourly","$2.335 hourly","$4788.800000 monthly","$3304.710000 monthly","$7.642 hourly","$6.328 hourly","$14.24 hourly","$12.926 hourly","$30.56 hourly","$29.246 hourly","$4.698 hourly","$3.384 hourly","$11.296 hourly","$9.982 hourly","$27.616 hourly","$26.302 hourly","0","unavailable"
"R5A 16xlarge","r5a.16xlarge","512.0 GiB","0 units","64 vCPUs","0","None","0 GiB","0","0","0 units","AMD EPYC 7571","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","12 Gigabit","7000.0 Mbps","875.0 MB/s","40000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","No","$2639.680000 monthly","$1197.200000 monthly","$3.746 hourly","$2.412 hourly","$3.766 hourly","$2.342 hourly","$4788.800000 monthly","$3346.320000 monthly","$7.642 hourly","$6.307 hourly","$14.24 hourly","$12.906 hourly","$30.56 hourly","$29.226 hourly","$4.698 hourly","$3.363 hourly","$11.296 hourly","$9.962 hourly","$27.616 hourly","$26.282 hourly","0","unavailable"
"H1 16xlarge","h1.16xlarge","256.0 GiB","188 units","64 vCPUs","0","None","0 GiB","0","0","2.938 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","16000 GiB               (8 * 2000 GiB HDD)","Yes","N/A","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","No","750","15","Yes","Yes","Yes","No","HVM","Yes","$2733.120000 monthly","$1320.570000 monthly","$3.874 hourly","$2.675 hourly","$3.844 hourly","$2.578 hourly","$4882.240000 monthly","$3469.690000 monthly","$7.77 hourly","$6.57 hourly","$14.368 hourly","$13.169 hourly","$30.688 hourly","$29.489 hourly","$4.826 hourly","$3.626 hourly","$11.424 hourly","$10.225 hourly","$27.744 hourly","$26.545 hourly","0","$0.270 hourly"
"C5N 18xlarge","c5n.18xlarge","192.0 GiB","0 units","72 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8124M","3.0 Ghz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","100 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","Yes","$2838.240000 monthly","$1030.760000 monthly","$4.018 hourly","$2.579 hourly","$4.038 hourly","$2.509 hourly","$5256.000000 monthly","$3448.520000 monthly","$8.417 hourly","$6.978 hourly","$15.84 hourly","$14.401 hourly","$34.2 hourly","$32.761 hourly","$5.105 hourly","$3.666 hourly","$12.528 hourly","$11.089 hourly","$30.888 hourly","$29.449 hourly","0","$0.270 hourly"
"C5N Metal","c5n.metal","192.0 GiB","0 units","72 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8124M","unknown","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","100 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","Yes","750","15","No","Yes","Yes","No","Unknown","No","$2838.240000 monthly","$1030.760000 monthly","$4.018 hourly","$2.579 hourly","$4.038 hourly","$2.509 hourly","$5256.000000 monthly","$3448.520000 monthly","$8.417 hourly","$6.978 hourly","$15.84 hourly","$14.401 hourly","$34.2 hourly","$32.761 hourly","$5.105 hourly","$3.666 hourly","$12.528 hourly","$11.089 hourly","$30.888 hourly","$29.449 hourly","0","unavailable"
"R5 16xlarge","r5.16xlarge","512.0 GiB","262 units","64 vCPUs","0","None","0 GiB","0","0","4.094 units","Intel Xeon Platinum 8175","unknown","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","20 Gigabit","10000.0 Mbps","1250.0 MB/s","60000.0 IOPS","Yes","750","15","No","Yes","Yes","No","HVM","No","$2943.360000 monthly","$1335.170000 monthly","$4.162 hourly","$2.67 hourly","$4.182 hourly","$2.6 hourly","$5092.480000 monthly","$3484.290000 monthly","$8.058 hourly","$6.566 hourly","$14.656 hourly","$13.164 hourly","$30.976 hourly","$29.484 hourly","$5.114 hourly","$3.622 hourly","$11.712 hourly","$10.22 hourly","$28.032 hourly","$26.54 hourly","0","unavailable"
"C5 High-CPU 24xlarge","c5.24xlarge","192.0 GiB","375 units","96 vCPUs","0","None","0 GiB","0","0","3.906 units","Intel Xeon Platinum 8275L","3.0 Ghz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","HVM","No","$2978.400000 monthly","$1248.300000 monthly","$4.21 hourly","$2.7 hourly","$4.18 hourly","$2.603 hourly","$6202.080000 monthly","$4471.980000 monthly","$10.118 hourly","$8.609 hourly","$20.016 hourly","$18.506 hourly","$44.496 hourly","$42.986 hourly","$5.702 hourly","$4.193 hourly","$15.6 hourly","$14.09 hourly","$40.08 hourly","$38.57 hourly","0","unavailable"
"C5 High-CPU Metal","c5.metal","192.0 GiB","375 units","96 vCPUs","0","None","0 GiB","0","0","3.906 units","Intel Xeon Platinum 8275L","3.0 Ghz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","HVM","No","$2978.400000 monthly","$1248.300000 monthly","$4.21 hourly","$2.7 hourly","$4.18 hourly","$2.603 hourly","$6202.080000 monthly","$4471.980000 monthly","$10.118 hourly","$8.609 hourly","$20.016 hourly","$18.506 hourly","$44.496 hourly","$42.986 hourly","$5.702 hourly","$4.193 hourly","$15.6 hourly","$14.09 hourly","$40.08 hourly","$38.57 hourly","0","unavailable"
"M5A 24xlarge","m5a.24xlarge","384.0 GiB","0 units","96 vCPUs","0","None","0 GiB","0","0","0 units","AMD EPYC 7571","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","20 Gigabit","10000.0 Mbps","1250.0 MB/s","60000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","Yes","$3013.440000 monthly","$1324.950000 monthly","$4.258 hourly","$2.757 hourly","$4.278 hourly","$2.687 hourly","$6237.120000 monthly","$4548.630000 monthly","$10.166 hourly","$8.665 hourly","$20.064 hourly","$18.563 hourly","$44.544 hourly","$43.043 hourly","$5.75 hourly","$4.249 hourly","$15.648 hourly","$14.147 hourly","$40.128 hourly","$38.627 hourly","0","$0.270 hourly"
"R4 High-Memory 16xlarge","r4.16xlarge","488.0 GiB","195 units","64 vCPUs","0","None","0 GiB","0","0","3.047 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","20 Gigabit","14000.0 Mbps","1750.0 MB/s","75000.0 IOPS","No","750","15","Yes","Yes","Yes","No","HVM","Yes","$3106.880000 monthly","$1337.141000 monthly","$4.386 hourly","$2.818 hourly","$4.356 hourly","$2.721 hourly","$5256.000000 monthly","$3486.261000 monthly","$8.327 hourly","$6.759 hourly","$14.88 hourly","$13.312 hourly","$31.2 hourly","$29.632 hourly","$5.3376 hourly","$3.7696 hourly","$11.936 hourly","$10.368 hourly","$28.256 hourly","$26.688 hourly","0","$0.270 hourly"
"Z1D 12xlarge","z1d.12xlarge","384.0 GiB","271 units","48 vCPUs","0","None","0 GiB","0","0","5.646 units","Intel Xeon Platinum 8151","unknown","unknown","unknown","unknown","unknown","1800 GiB               (2 * 900 GiB NVMe SSD)","Yes","Yes","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","Yes","750","15","No","Yes","Yes","No","HVM","Yes","$3258.720000 monthly","$1344.660000 monthly","$4.594 hourly","$2.952 hourly","$4.614 hourly","$2.882 hourly","$4870.560000 monthly","$2956.500000 monthly","$7.483 hourly","$5.841 hourly","$12.432 hourly","$10.79 hourly","$24.672 hourly","$23.03 hourly","$5.275 hourly","$3.633 hourly","$10.224 hourly","$8.582 hourly","$22.464 hourly","$20.822 hourly","0","$0.270 hourly"
"Z1D Metal","z1d.metal","384.0 GiB","271 units","48 vCPUs","0","None","0 GiB","0","0","5.646 units","Intel Xeon Platinum 8151","unknown","unknown","unknown","unknown","unknown","1800 GiB               (2 * 900 GiB NVMe SSD)","Yes","Yes","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","Yes","750","15","No","Yes","Yes","No","HVM","No","$3258.720000 monthly","$1344.660000 monthly","$4.594 hourly","$2.952 hourly","$4.614 hourly","$2.882 hourly","$4870.560000 monthly","$2956.500000 monthly","$7.483 hourly","$5.841 hourly","$12.432 hourly","$10.79 hourly","$24.672 hourly","$23.03 hourly","$5.275 hourly","$3.633 hourly","$10.224 hourly","$8.582 hourly","$22.464 hourly","$20.822 hourly","0","unavailable"
"G3 16xlarge","g3.16xlarge","488.0 GiB","188 units","64 vCPUs","4","NVIDIA Tesla M60","32 GiB","5.2","0","2.938 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","20 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","No","750","15","Yes","Yes","Yes","No","HVM","Yes","$3328.800000 monthly","$1696.520000 monthly","$4.69 hourly","$3.2422 hourly","$4.66 hourly","$3.1452 hourly","$5477.920000 monthly","$3845.640000 monthly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.270 hourly"
"High Storage Eight Extra Large","hs1.8xlarge","117.0 GiB","35 units","17 vCPUs","0","None","0 GiB","0","0","2.059 units","Intel Xeon E5-2650","2 GHz","unknown","unknown","unknown","unknown","48000 GiB               (24 * 2000 GiB HDD)","No","N/A","64-bit","10 Gigabit","N/A","0 MB/s","0 IOPS","No","240","8","No","No","No","No","HVM, PV","Yes","$3358.000000 monthly","unavailable","$4.73 hourly","unavailable","$4.7 hourly","unavailable","$3599.630000 monthly","unavailable","$5.144 hourly","unavailable","$8.35 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","$0.270 hourly"
"M5 General Purpose 24xlarge","m5.24xlarge","384.0 GiB","345 units","96 vCPUs","0","None","0 GiB","0","0","3.594 units","Intel Xeon Platinum 8175","2.5 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","HVM","Yes","$3363.840000 monthly","$1483.360000 monthly","$4.738 hourly","$3.074 hourly","$4.708 hourly","$2.977 hourly","$6587.520000 monthly","$4707.040000 monthly","$10.646 hourly","$8.982 hourly","$20.544 hourly","$18.88 hourly","$45.024 hourly","$43.36 hourly","$6.23 hourly","$4.566 hourly","$16.128 hourly","$14.464 hourly","$40.608 hourly","$38.944 hourly","0","$0.270 hourly"
"M5 General Purpose Metal","m5.metal","384.0 GiB","345 units","96 vCPUs","0","None","0 GiB","0","0","3.594 units","Intel Xeon Platinum 8175","2.5 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","HVM","No","$3363.840000 monthly","$1483.360000 monthly","$4.738 hourly","$3.074 hourly","$4.708 hourly","$2.977 hourly","$6587.520000 monthly","$4707.040000 monthly","$10.646 hourly","$8.982 hourly","$20.544 hourly","$18.88 hourly","$45.024 hourly","$43.36 hourly","$6.23 hourly","$4.566 hourly","$16.128 hourly","$14.464 hourly","$40.608 hourly","$38.944 hourly","0","unavailable"
"R5D 16xlarge","r5d.16xlarge","512.0 GiB","262 units","64 vCPUs","0","None","0 GiB","0","0","4.094 units","Intel Xeon Platinum 8175","unknown","unknown","unknown","unknown","unknown","2400 GiB               (4 * 600 GiB NVMe SSD)","Yes","Yes","64-bit","20 Gigabit","10000.0 Mbps","1250.0 MB/s","60000.0 IOPS","Yes","750","15","No","Yes","Yes","No","HVM","No","$3363.840000 monthly","$1505.990000 monthly","$4.738 hourly","$3.038 hourly","$4.758 hourly","$2.968 hourly","$5512.960000 monthly","$3655.110000 monthly","$8.634 hourly","$6.934 hourly","$15.232 hourly","$13.532 hourly","$31.552 hourly","$29.852 hourly","$5.69 hourly","$3.99 hourly","$12.288 hourly","$10.588 hourly","$28.608 hourly","$26.908 hourly","0","unavailable"
"M5AD 24xlarge","m5ad.24xlarge","384.0 GiB","0 units","96 vCPUs","0","None","0 GiB","0","0","0 units","AMD EPYC 7571","2.5 GHz","unknown","unknown","unknown","unknown","3600 GiB               (4 * 900 GiB NVMe SSD)","Yes","Yes","64-bit","20 Gigabit","10000.0 Mbps","1250.0 MB/s","60000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","No","$3609.120000 monthly","$1582.640000 monthly","$5.074 hourly","$3.291 hourly","$5.094 hourly","$3.221 hourly","$6832.800000 monthly","$4806.320000 monthly","$10.982 hourly","$9.2 hourly","$20.88 hourly","$19.097 hourly","$45.36 hourly","$43.577 hourly","$6.566 hourly","$4.784 hourly","$16.464 hourly","$14.681 hourly","$40.944 hourly","$39.161 hourly","0","unavailable"
"I3 High I/O 16xlarge","i3.16xlarge","488.0 GiB","200 units","64 vCPUs","0","None","0 GiB","0","0","3.125 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","15200 GiB               (8 * 1900 GiB NVMe SSD)","Yes","Yes","64-bit","20 Gigabit","14000.0 Mbps","1750.0 MB/s","65000.0 IOPS","No","750","15","Yes","Yes","Yes","No","HVM","Yes","$3644.160000 monthly","$1765.870000 monthly","$5.122 hourly","$3.557 hourly","$5.092 hourly","$3.46 hourly","$5793.280000 monthly","$3914.990000 monthly","$9.063 hourly","$7.498 hourly","$15.616 hourly","$14.051 hourly","$31.936 hourly","$30.371 hourly","$6.074 hourly","$4.509 hourly","$12.672 hourly","$11.107 hourly","$28.992 hourly","$27.427 hourly","0","$0.270 hourly"
"I3 High I/O Metal","i3.metal","512.0 GiB","208 units","72 vCPUs","0","None","0 GiB","0","0","2.889 units","Intel Xeon E5-2686 v4 (Broadwell)","unknown","unknown","unknown","unknown","unknown","15200 GiB               (8 * 1900 GiB NVMe SSD)","Yes","Yes","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","65000.0 IOPS","No","750","15","No","Yes","Yes","No","HVM","No","$3644.160000 monthly","$1765.870000 monthly","$5.122 hourly","$3.557 hourly","$5.092 hourly","$3.46 hourly","$5793.280000 monthly","$3914.990000 monthly","$9.063 hourly","$7.498 hourly","$15.616 hourly","$14.051 hourly","$31.936 hourly","$30.371 hourly","$6.074 hourly","$4.509 hourly","$12.672 hourly","$11.107 hourly","$28.992 hourly","$27.427 hourly","0","unavailable"
"I3EN 12xlarge","i3en.12xlarge","384.0 GiB","0 units","48 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8175","3.1 GHz","unknown","unknown","unknown","unknown","30000 GiB               (4 * 7500 GiB NVMe SSD)","Yes","Yes","64-bit","50 Gigabit","7000.0 Mbps","875.0 MB/s","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","$3959.520000 monthly","$1722.800000 monthly","$5.554 hourly","$3.824 hourly","$5.574 hourly","$3.754 hourly","$5571.360000 monthly","$3334.640000 monthly","$8.443 hourly","$6.713 hourly","$13.392 hourly","$11.662 hourly","$25.632 hourly","$23.902 hourly","$6.235 hourly","$4.505 hourly","$11.184 hourly","$9.454 hourly","$23.424 hourly","$21.694 hourly","0","unavailable"
